# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	39.2078
200.3544	-117.919
200.3681	-215.746
200.38179	-26.3907
200.39549	52.737
200.40919	156.608
200.4229	122.363
200.4366	-34.9774
200.4503	10.0222
200.464	31.0612
200.47771	-18.0766
200.49141	-24.7857
200.50511	132.077
200.51881	-101.949
200.53252	57.7069
200.54622	110.214
200.55992	-89.9232
200.57362	31.4955
200.58733	169.072
200.60104	-15.9327
200.61475	-126.215
200.62845	74.1932
200.64217	120.769
200.65587	88.232
200.66957	123.657
200.68329	220.041
200.69699	44.0382
200.71071	374.858
200.72441	110.333
200.73813	213.059
200.75183	131.913
200.76555	50.4939
200.77925	33.1359
200.79297	48.1156
200.80669	88.5166
200.82039	111.582
200.83411	88.6091
200.84782	140.116
200.86154	215.115
200.87524	-111.884
200.88896	182.246
200.90268	-113.759
200.9164	108.101
200.93011	20.4828
200.94383	-111.512
200.95755	-72.6932
200.97127	-47.5493
200.98499	43.5933
200.9987	74.749
201.01242	-91.9557
201.02614	128.363
201.03986	87.4576
201.05357	-0.469206
201.06731	179.896
201.08102	214.432
201.09474	120.426
201.10846	-16.3349
201.12219	103.084
201.13591	-32.0611
201.14963	-210.18
201.16336	254.888
201.17708	51.1584
201.19081	-365.793
201.20453	-3.40852
201.21826	-219.059
201.23198	45.1373
201.24571	386.936
201.25943	-63.408
201.27316	94.3485
201.2869	116.566
201.30061	-43.6311
