# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-264.082
200.3544	-247.959
200.3681	-36.073
200.38179	54.9442
200.39549	-52.714
200.40919	188.126
200.4229	188.219
200.4366	-9.93567
200.4503	166.94
200.464	95.9447
200.47771	33.7595
200.49141	153.747
200.50511	190.818
200.51881	56.5513
200.53252	100.109
200.54622	427.884
200.55992	164.196
200.57362	191.258
200.58733	274.544
200.60104	187.928
200.61475	84.9126
200.62845	176.299
200.64217	17.5973
200.65587	14.2714
200.66957	-128.438
200.68329	11.379
200.69699	-126.544
200.71071	-91.7197
200.72441	71.7705
200.73813	229.664
200.75183	231.327
200.76555	295.978
200.77925	304.283
200.79297	316.447
200.80669	271.906
200.82039	101.513
200.83411	174.28
200.84782	117.05
200.86154	108.276
200.87524	56.2753
200.88896	330.424
200.90268	26.0155
200.9164	-98.3135
200.93011	273.196
200.94383	340.117
200.95755	109.072
200.97127	-4.54205
200.98499	97.7735
200.9987	-50.8474
201.01242	76.7729
201.02614	104.881
201.03986	-225.633
201.05357	-137.083
201.06731	175.027
201.08102	89.355
201.09474	-10.499
201.10846	-124.352
201.12219	1.15841
201.13591	236.428
201.14963	16.3373
201.16336	-95.1813
201.17708	-137.056
201.19081	-20.5517
201.20453	16.1111
201.21826	215.83
201.23198	183.243
201.24571	80.0793
201.25943	7.82202
201.27316	0.232065
201.2869	295.277
201.30061	389.137
201.31435	317.366
