# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	31.2728
200.3544	-131.139
200.3681	84.6683
200.38179	114.322
200.39549	-191.567
200.40919	-140.106
200.4229	119.533
200.4366	162.978
200.4503	-41.7155
200.464	9.03227
200.47771	93.7317
200.49141	12.2583
200.50511	379.119
200.51881	112.6
200.53252	120.162
200.54622	185.055
200.55992	30.9292
200.57362	-27.329
200.58733	50.9719
200.60104	118.991
200.61475	212.011
200.62845	219.369
200.64217	339.765
200.65587	83.5132
200.66957	39.5063
200.68329	430.278
200.69699	131.511
200.71071	136.812
200.72441	163.988
200.73813	292.528
200.75183	186.926
200.76555	166.338
200.77925	251.487
200.79297	137.351
200.80669	-5.54105
200.82039	-70.9955
200.83411	256.246
200.84782	316.585
200.86154	258.429
200.87524	339.476
200.88896	76.5153
200.90268	131.495
200.9164	65.9608
200.93011	-73.4659
200.94383	1.21802
200.95755	114.438
200.97127	70.1647
200.98499	-75.9531
200.9987	-71.8665
201.01242	-39.4695
201.02614	-240.313
201.03986	461.176
201.05357	-114.318
201.06731	429.845
201.08102	88.9961
201.09474	54.8446
201.10846	89.633
201.12219	79.197
201.13591	-44.8522
201.14963	38.9972
201.16336	130.373
201.17708	56.879
201.19081	67.9377
201.20453	178.303
201.21826	349.994
201.23198	102.757
201.24571	48.3199
201.25943	162.17
201.27316	1.88948
201.2869	100.97
201.30061	125.54
201.31435	93.9069
