# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	176.161
200.3544	141.273
200.3681	-263.217
200.38179	-65.2571
200.39549	8.95884
200.40919	2.91655
200.4229	-68.0257
200.4366	-42.616
200.4503	78.1722
200.464	-29.0162
200.47771	-5.84316
200.49141	3.79481
200.50511	-208.444
200.51881	-175.538
200.53252	122.039
200.54622	204.308
200.55992	108.455
200.57362	256.382
200.58733	183.043
200.60104	247.751
200.61475	114.474
200.62845	68.3691
200.64217	-146.679
200.65587	-117.541
200.66957	360.88
200.68329	72.4532
200.69699	284.501
200.71071	383.826
200.72441	318.652
200.73813	224.304
200.75183	267.212
200.76555	342.996
200.77925	391.651
200.79297	260.676
200.80669	157.437
200.82039	304.089
200.83411	166.115
200.84782	452.662
200.86154	-41.5613
200.87524	183.791
200.88896	306.968
200.90268	584.486
200.9164	313.096
200.93011	268.92
200.94383	219.629
200.95755	234.847
200.97127	190.62
200.98499	331.112
200.9987	201.555
201.01242	207.127
201.02614	-96.1261
201.03986	99.0507
201.05357	310.265
201.06731	378.515
201.08102	116.989
201.09474	105.849
201.10846	35.9224
201.12219	83.1509
201.13591	199.978
201.14963	-47.8053
201.16336	95.9458
201.17708	19.8256
201.19081	313.458
201.20453	47.2001
201.21826	100.512
201.23198	-228.767
201.24571	-122.804
201.25943	-63.178
201.27316	-47.5933
201.2869	57.5369
201.30061	91.2446
201.31435	57.8112
201.32808	-133.837
