# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-147.96
200.3544	-19.3788
200.3681	-62.0984
200.38179	-39.5591
200.39549	222.311
200.40919	16.7483
200.4229	80.8375
200.4366	200.782
200.4503	80.8578
200.464	-152.196
200.47771	-56.6744
200.49141	-49.7626
200.50511	73.7634
200.51881	-242.335
200.53252	-300.924
200.54622	-199.016
200.55992	-47.1725
200.57362	80.6524
200.58733	33.4817
200.60104	75.3864
200.61475	-248.005
200.62845	-122.203
200.64217	1.09328
200.65587	-20.3028
200.66957	192.597
200.68329	255.93
200.69699	-21.7037
200.71071	-15.2231
200.72441	129.287
200.73813	178.441
200.75183	218.155
200.76555	93.8288
200.77925	160.986
200.79297	262.264
200.80669	110.828
200.82039	218.811
200.83411	234.536
200.84782	214.614
200.86154	135.06
200.87524	468.124
200.88896	263.613
200.90268	-65.0762
200.9164	137.798
200.93011	154.658
200.94383	-67.1372
200.95755	-102.199
200.97127	335.342
200.98499	480.238
200.9987	255.076
201.01242	315.544
201.02614	402.876
201.03986	414.849
201.05357	-68.2534
201.06731	-207.172
201.08102	51.3865
201.09474	-57.6089
201.10846	-65.441
201.12219	-102.87
201.13591	-33.5029
201.14963	166.053
201.16336	-194.034
201.17708	-412.888
201.19081	-241.008
201.20453	133.533
201.21826	324.101
201.23198	-31.341
201.24571	247.047
201.25943	218.571
201.27316	225.805
201.2869	125.636
201.30061	86.5899
