# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-59.4583
200.3544	38.0124
200.3681	-138.681
200.38179	-123.512
200.39549	-72.5475
200.40919	108.689
200.4229	153.571
200.4366	53.3195
200.4503	42.7804
200.464	-0.87944
200.47771	174.483
200.49141	133.666
200.50511	209.5
200.51881	129.264
200.53252	1.1623
200.54622	57.2211
200.55992	126.493
200.57362	69.3563
200.58733	128.961
200.60104	271.245
200.61475	257.049
200.62845	150.102
200.64217	162.461
200.65587	54.8684
200.66957	139.027
200.68329	272.456
200.69699	15.2254
200.71071	184.172
200.72441	165.674
200.73813	148.078
200.75183	14.5141
200.76555	87.2399
200.77925	194.552
200.79297	54.813
200.80669	-72.8094
200.82039	45.02
200.83411	325.903
200.84782	144.544
200.86154	21.8145
200.87524	-199.27
200.88896	164.68
200.90268	-209.96
200.9164	0.913718
200.93011	107.062
200.94383	60.3439
200.95755	22.2739
200.97127	165.53
200.98499	235.413
200.9987	29.3994
201.01242	169.294
201.02614	149.61
201.03986	158.651
201.05357	306.505
201.06731	143.583
201.08102	181.197
201.09474	72.5369
201.10846	-51.514
201.12219	-114.351
201.13591	65.5792
201.14963	-78.1023
201.16336	-162.868
201.17708	137.108
201.19081	88.6336
201.20453	177.416
201.21826	-8.39012
201.23198	174.483
201.24571	85.0982
201.25943	96.1755
201.27316	34.293
201.2869	178.664
201.30061	100.765
201.31435	49.6307
