# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-53.3698
200.3544	303.825
200.3681	182.649
200.38179	-58.5618
200.39549	70.2253
200.40919	-82.2502
200.4229	-159.987
200.4366	50.4886
200.4503	-188.718
200.464	68.1516
200.47771	114.286
200.49141	-21.8821
200.50511	-47.1684
200.51881	-354.37
200.53252	-301.202
200.54622	-198.21
200.55992	-275.106
200.57362	-114.726
200.58733	-86.2803
200.60104	-66.6901
200.61475	84.7343
200.62845	283.321
200.64217	412.894
200.65587	277.429
200.66957	191.681
200.68329	147.108
200.69699	109.244
200.71071	288.7
200.72441	477.454
200.73813	185.287
200.75183	302.294
200.76555	460.735
200.77925	181.796
200.79297	141.41
200.80669	32.5855
200.82039	57.8184
200.83411	240.856
200.84782	487.866
200.86154	195.398
200.87524	361.549
200.88896	18.1185
200.90268	215.331
200.9164	235.16
200.93011	309.504
200.94383	-17.0004
200.95755	6.31305
200.97127	28.6348
200.98499	17.0801
200.9987	208.848
201.01242	178.597
201.02614	196.262
201.03986	179.848
201.05357	338.074
201.06731	-134.539
201.08102	75.9318
201.09474	-153.666
201.10846	-190.206
201.12219	58.3481
201.13591	-31.8336
201.14963	-59.1502
201.16336	-152.532
201.17708	-59.4313
201.19081	67.4843
201.20453	113.317
201.21826	-155.482
201.23198	-5.14582
201.24571	-481.632
201.25943	-33.467
201.27316	22.8104
201.2869	-41.3245
201.30061	95.3764
