# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	94.1232
200.3544	-36.3902
200.3681	-22.2485
200.38179	34.9733
200.39549	43.5639
200.40919	-203.668
200.4229	-163.982
200.4366	151.267
200.4503	83.1403
200.464	-248.444
200.47771	-100.841
200.49141	43.8956
200.50511	193.208
200.51881	231.904
200.53252	132.972
200.54622	226.167
200.55992	330.548
200.57362	221.729
200.58733	159.142
200.60104	175.069
200.61475	205.233
200.62845	378.443
200.64217	-42.6938
200.65587	30.528
200.66957	88.9456
200.68329	398.287
200.69699	157.812
200.71071	-92.6795
200.72441	-55.4672
200.73813	-153.861
200.75183	83.1161
200.76555	114.342
200.77925	8.03837
200.79297	18.0221
200.80669	190.406
200.82039	97.8226
200.83411	92.9786
200.84782	300.544
200.86154	131.473
200.87524	-16.8538
200.88896	-111.146
200.90268	171.702
200.9164	366.308
200.93011	442.536
200.94383	226.469
200.95755	302.131
200.97127	327.81
200.98499	214.988
200.9987	82.7041
201.01242	78.9889
201.02614	77.1793
201.03986	-1.45825
201.05357	296.995
201.06731	-13.6094
201.08102	-102.556
201.09474	94.5799
201.10846	124.94
201.12219	258.653
201.13591	267.298
201.14963	243.279
201.16336	218.351
201.17708	16.551
201.19081	209.053
201.20453	127.208
201.21826	188.347
201.23198	43.7076
201.24571	89.5601
201.25943	307.09
201.27316	149.713
201.2869	257.279
201.30061	282.557
201.31435	269.306
201.32808	43.6209
