# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	471.24
200.3544	531.62
200.3681	763.008
200.38179	693.174
200.39549	622.892
200.40919	560.492
200.4229	577.189
200.4366	894.356
200.4503	780.825
200.464	489.057
200.47771	752.744
200.49141	718.141
200.50511	834.53
200.51881	526.038
200.53252	606.762
200.54622	686.453
200.55992	765.802
200.57362	636.004
200.58733	614.12
200.60104	774.721
200.61475	808.875
200.62845	713.502
200.64217	1145.87
200.65587	1089.32
200.66957	1111.49
200.68329	945.399
200.69699	1066.47
200.71071	1254.56
200.72441	1260.76
200.73813	1254.46
200.75183	1337.39
200.76555	1441.46
200.77925	1250.87
200.79297	1270.69
200.80669	1221.49
200.82039	1228.21
200.83411	1354.02
200.84782	1569.64
200.86154	1518.72
200.87524	1616.96
200.88896	1070.49
200.90268	1406.78
200.9164	1045.44
200.93011	1160.84
200.94383	1210.19
200.95755	1189.22
200.97127	1304.38
200.98499	1233.02
200.9987	1346.13
201.01242	1247.07
201.02614	791.71
201.03986	808.461
201.05357	1164.4
201.06731	1017.75
201.08102	947.572
201.09474	845.99
201.10846	961.536
201.12219	913.545
201.13591	801.762
201.14963	1143.66
201.16336	987.072
201.17708	728.342
201.19081	839.43
201.20453	786.252
201.21826	765.942
201.23198	451.347
201.24571	497.99
201.25943	482.129
201.27316	667.412
201.2869	741.119
201.30061	601.225
201.31435	450.516
201.32808	417.46
201.34181	720.377
