# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-25.0786
200.3544	124.945
200.3681	72.0517
200.38179	-114.948
200.39549	41.9798
200.40919	53.5587
200.4229	-80.1289
200.4366	-66.0299
200.4503	-3.52914
200.464	-55.2353
200.47771	11.777
200.49141	182.255
200.50511	-150.615
200.51881	-188.742
200.53252	-110.465
200.54622	-183.051
200.55992	-68.8234
200.57362	-4.77924
200.58733	37.9064
200.60104	10.0944
200.61475	-166.668
200.62845	-84.6707
200.64217	-114.675
200.65587	75.0773
200.66957	-227.437
200.68329	136.849
200.69699	231.718
200.71071	-181.565
200.72441	21.6085
200.73813	10.7329
200.75183	-35.4287
200.76555	59.1667
200.77925	204.969
200.79297	173.386
200.80669	8.74771
200.82039	72.5515
200.83411	40.4027
200.84782	17.7033
200.86154	-94.1236
200.87524	60.0955
200.88896	-159.638
200.90268	74.8605
200.9164	160.481
200.93011	368.579
200.94383	379.1
200.95755	321.623
200.97127	84.6751
200.98499	30.3705
200.9987	-65.9354
201.01242	-189.989
201.02614	100.151
201.03986	41.489
201.05357	-39.6515
201.06731	28.6703
201.08102	46.2962
201.09474	129.717
201.10846	192.877
201.12219	-211.436
201.13591	-151.864
201.14963	-54.7457
201.16336	-23.5156
201.17708	-58.003
201.19081	40.3492
201.20453	-176.515
201.21826	-72.832
201.23198	249.554
201.24571	-50.7159
201.25943	142.769
201.27316	-104.319
201.2869	-154.505
