# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-212.583
200.3544	-164.29
200.3681	-222.117
200.38179	-94.1509
200.39549	-24.8194
200.40919	33.8901
200.4229	141.76
200.4366	228.354
200.4503	288.198
200.464	111.603
200.47771	-5.83805
200.49141	91.0629
200.50511	97.9573
200.51881	-15.9095
200.53252	-190.79
200.54622	-56.5578
200.55992	59.8404
200.57362	-9.01639
200.58733	-6.44426
200.60104	63.3638
200.61475	-65.3069
200.62845	134.564
200.64217	-22.8326
200.65587	50.3599
200.66957	-39.8958
200.68329	-130.699
200.69699	-71.3181
200.71071	264.483
200.72441	132.627
200.73813	66.7135
200.75183	187.026
200.76555	123.316
200.77925	-108.642
200.79297	-4.93782
200.80669	45.65
200.82039	-97.915
200.83411	-122.679
200.84782	139.94
200.86154	157.368
200.87524	285.412
200.88896	72.0167
200.90268	-234.562
200.9164	-383.096
200.93011	-95.0675
200.94383	266.559
200.95755	-84.812
200.97127	21.7984
200.98499	89.2998
200.9987	13.8447
201.01242	135.192
201.02614	12.6722
201.03986	171.918
201.05357	-207.805
201.06731	-38.8172
201.08102	44.6599
201.09474	299.272
201.10846	183.184
201.12219	-227.53
201.13591	39.4974
201.14963	-111.755
201.16336	-184.867
201.17708	128.273
201.19081	-256.733
201.20453	-199.809
201.21826	-47.8448
201.23198	-252.875
201.24571	-119.949
201.25943	-88.7611
201.27316	165.585
201.2869	137.908
