# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-19.2617
200.3544	-6.72384
200.3681	55.1233
200.38179	230.242
200.39549	302.611
200.40919	122.826
200.4229	118.624
200.4366	106.88
200.4503	256.851
200.464	185.758
200.47771	108.032
200.49141	182.633
200.50511	96.1055
200.51881	133.131
200.53252	167.67
200.54622	263.281
200.55992	356.255
200.57362	196.404
200.58733	296.723
200.60104	348.041
200.61475	123.907
200.62845	99.2629
200.64217	-48.0133
200.65587	117.159
200.66957	304.521
200.68329	408.849
200.69699	462.678
200.71071	277.854
200.72441	223.292
200.73813	182.176
200.75183	161.719
200.76555	132.212
200.77925	180.883
200.79297	248.185
200.80669	533.222
200.82039	178.302
200.83411	391.352
200.84782	446.297
200.86154	287.519
200.87524	-31.5904
200.88896	210.574
200.90268	88.9565
200.9164	221.08
200.93011	463.765
200.94383	262.389
200.95755	-50.7098
200.97127	-149.208
200.98499	271.439
200.9987	169.413
201.01242	356.955
201.02614	-28.6519
201.03986	232.305
201.05357	-55.6215
201.06731	335.814
201.08102	99.4343
201.09474	64.5281
201.10846	102.195
201.12219	93.2693
201.13591	169.901
201.14963	162.159
201.16336	140.402
201.17708	80.9876
201.19081	166.785
201.20453	221.953
201.21826	374.926
201.23198	-114.179
201.24571	89.0825
201.25943	273.236
201.27316	125.221
201.2869	247.357
201.30061	267.0
201.31435	121.102
201.32808	20.3058
201.34181	27.1288
