# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-95.6632
200.3544	65.0452
200.3681	86.9286
200.38179	173.236
200.39549	61.5972
200.40919	-50.6507
200.4229	-113.559
200.4366	4.90754
200.4503	-93.3714
200.464	82.9158
200.47771	24.7418
200.49141	-87.5839
200.50511	-110.489
200.51881	138.677
200.53252	34.9395
200.54622	21.7731
200.55992	274.017
200.57362	137.093
200.58733	206.822
200.60104	73.866
200.61475	-163.392
200.62845	-71.2744
200.64217	212.889
200.65587	251.913
200.66957	184.167
200.68329	52.7331
200.69699	-98.6658
200.71071	259.446
200.72441	-20.9139
200.73813	15.4534
200.75183	107.312
200.76555	65.2751
200.77925	-40.0995
200.79297	144.674
200.80669	254.707
200.82039	-0.854461
200.83411	-209.749
200.84782	-324.798
200.86154	112.887
200.87524	-60.3631
200.88896	-57.1791
200.90268	-18.5862
200.9164	193.42
200.93011	244.537
200.94383	255.304
200.95755	319.842
200.97127	86.9098
200.98499	-5.64702
200.9987	113.713
201.01242	23.1693
201.02614	289.604
201.03986	-218.109
201.05357	194.021
201.06731	24.8747
201.08102	-40.9889
201.09474	-79.4692
201.10846	7.11554
201.12219	27.4159
201.13591	79.2018
201.14963	210.316
201.16336	97.1295
201.17708	-32.1494
201.19081	-118.014
201.20453	-123.58
201.21826	32.5785
201.23198	216.134
201.24571	77.7611
201.25943	132.432
201.27316	72.8966
201.2869	203.929
