# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-135.771
200.3544	-125.793
200.3681	83.5886
200.38179	78.7492
200.39549	134.932
200.40919	91.5864
200.4229	116.994
200.4366	-10.1229
200.4503	-183.476
200.464	200.153
200.47771	-231.158
200.49141	202.793
200.50511	83.054
200.51881	92.5676
200.53252	15.3435
200.54622	128.42
200.55992	165.327
200.57362	99.1723
200.58733	25.2818
200.60104	112.048
200.61475	62.906
200.62845	155.451
200.64217	58.2774
200.65587	123.912
200.66957	88.3422
200.68329	-49.0324
200.69699	2.86205
200.71071	131.853
200.72441	116.436
200.73813	254.724
200.75183	377.511
200.76555	196.592
200.77925	212.327
200.79297	152.918
200.80669	283.119
200.82039	79.1884
200.83411	34.4519
200.84782	136.701
200.86154	28.8539
200.87524	433.982
200.88896	52.637
200.90268	184.422
200.9164	237.832
200.93011	291.199
200.94383	425.682
200.95755	385.829
200.97127	450.97
200.98499	540.434
200.9987	574.946
201.01242	532.272
201.02614	167.735
201.03986	370.976
201.05357	454.086
201.06731	400.321
201.08102	124.202
201.09474	-71.7293
201.10846	123.974
201.12219	201.757
201.13591	301.941
201.14963	231.701
201.16336	173.236
201.17708	186.635
201.19081	374.707
201.20453	265.829
201.21826	331.744
201.23198	-14.7382
201.24571	470.244
201.25943	257.309
201.27316	171.396
201.2869	325.157
201.30061	178.48
201.31435	138.949
201.32808	26.4058
201.34181	-80.4653
