# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	102.73
200.3544	19.5481
200.3681	-66.2545
200.38179	-133.168
200.39549	-2.70952
200.40919	161.469
200.4229	28.5155
200.4366	-158.202
200.4503	20.7276
200.464	43.6865
200.47771	172.033
200.49141	341.056
200.50511	165.44
200.51881	142.463
200.53252	184.044
200.54622	385.523
200.55992	-33.7822
200.57362	34.9794
200.58733	192.911
200.60104	241.964
200.61475	167.918
200.62845	277.598
200.64217	-43.2831
200.65587	529.197
200.66957	42.0288
200.68329	412.737
200.69699	67.8817
200.71071	-39.7792
200.72441	-105.082
200.73813	-85.2561
200.75183	23.3596
200.76555	217.196
200.77925	195.94
200.79297	201.443
200.80669	100.256
200.82039	253.17
200.83411	353.117
200.84782	465.945
200.86154	144.449
200.87524	-48.2025
200.88896	-99.3148
200.90268	169.385
200.9164	269.897
200.93011	81.2702
200.94383	160.457
200.95755	251.436
200.97127	251.442
200.98499	11.8473
200.9987	-103.417
201.01242	256.645
201.02614	89.8198
201.03986	59.2265
201.05357	-25.0345
201.06731	180.941
201.08102	467.006
201.09474	222.124
201.10846	417.676
201.12219	363.114
201.13591	197.261
201.14963	123.77
201.16336	170.345
201.17708	66.1415
201.19081	369.679
201.20453	126.15
201.21826	-3.90701
201.23198	-32.9125
201.24571	-53.7971
201.25943	200.55
201.27316	85.6389
201.2869	203.018
201.30061	108.084
201.31435	152.972
