# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	27.2892
200.3544	49.6278
200.3681	-0.227848
200.38179	62.7845
200.39549	-134.886
200.40919	-236.703
200.4229	56.6734
200.4366	209.138
200.4503	-19.6619
200.464	263.824
200.47771	114.521
200.49141	-131.57
200.50511	73.4665
200.51881	-7.61591
200.53252	-0.270748
200.54622	44.4243
200.55992	-13.131
200.57362	-37.4911
200.58733	176.71
200.60104	111.311
200.61475	2.51152
200.62845	206.408
200.64217	196.153
200.65587	330.149
200.66957	-48.2451
200.68329	357.212
200.69699	329.445
200.71071	125.584
200.72441	203.572
200.73813	173.679
200.75183	96.4889
200.76555	79.7963
200.77925	102.145
200.79297	264.152
200.80669	196.816
200.82039	62.526
200.83411	170.621
200.84782	226.05
200.86154	194.775
200.87524	160.3
200.88896	-20.4862
200.90268	146.993
200.9164	104.832
200.93011	63.595
200.94383	10.1317
200.95755	101.123
200.97127	105.739
200.98499	157.533
200.9987	156.174
201.01242	-34.8521
201.02614	25.6472
201.03986	-55.4832
201.05357	-91.0013
201.06731	146.142
201.08102	90.3654
201.09474	-15.2264
201.10846	-13.5846
201.12219	150.175
201.13591	130.979
201.14963	117.219
201.16336	49.5044
201.17708	214.739
201.19081	157.251
201.20453	-179.457
201.21826	29.675
201.23198	-71.0285
201.24571	-26.7501
201.25943	163.487
201.27316	125.557
201.2869	190.64
201.30061	-68.0743
201.31435	-153.096
