# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	9.53025
200.3544	-168.655
200.3681	34.2023
200.38179	103.372
200.39549	2.10192
200.40919	-94.7765
200.4229	-148.546
200.4366	184.394
200.4503	73.0999
200.464	236.852
200.47771	8.00832
200.49141	55.5398
200.50511	259.364
200.51881	-64.4706
200.53252	-47.656
200.54622	20.0823
200.55992	-18.8324
200.57362	8.73707
200.58733	-136.093
200.60104	57.9079
200.61475	69.3591
200.62845	-118.549
200.64217	-109.084
200.65587	-28.8036
200.66957	-228.509
200.68329	243.39
200.69699	-90.7106
200.71071	-24.7352
200.72441	-29.0414
200.73813	11.1707
200.75183	130.199
200.76555	-1.89428
200.77925	-63.5379
200.79297	-92.8484
200.80669	189.11
200.82039	8.21343
200.83411	-108.383
200.84782	-66.4296
200.86154	566.702
200.87524	221.085
200.88896	-40.9229
200.90268	49.8138
200.9164	229.274
200.93011	233.139
200.94383	-11.2303
200.95755	-59.7436
200.97127	-1.07636
200.98499	186.22
200.9987	118.618
201.01242	172.325
201.02614	79.3155
201.03986	273.776
201.05357	208.056
201.06731	-75.0334
201.08102	84.5986
201.09474	-5.87995
201.10846	9.46253
201.12219	140.396
201.13591	106.602
201.14963	23.4511
201.16336	45.2846
201.17708	-188.926
201.19081	2.80957
201.20453	-153.633
201.21826	218.432
201.23198	-211.805
201.24571	103.871
201.25943	-122.503
201.27316	-9.28102
