# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	681.639
200.3544	462.015
200.3681	311.372
200.38179	715.288
200.39549	697.411
200.40919	732.151
200.4229	639.031
200.4366	514.138
200.4503	667.119
200.464	541.987
200.47771	924.147
200.49141	1024.77
200.50511	1024.08
200.51881	1189.49
200.53252	969.27
200.54622	884.649
200.55992	830.245
200.57362	986.875
200.58733	799.722
200.60104	514.034
200.61475	546.141
200.62845	792.897
200.64217	633.551
200.65587	861.591
200.66957	943.841
200.68329	1065.77
200.69699	1359.49
200.71071	990.668
200.72441	1202.68
200.73813	1159.36
200.75183	1231.82
200.76555	1229.07
200.77925	1147.13
200.79297	1352.66
200.80669	1450.61
200.82039	1104.9
200.83411	928.369
200.84782	1238.81
200.86154	1162.76
200.87524	1287.16
200.88896	1320.43
200.90268	1598.36
200.9164	1400.09
200.93011	1282.14
200.94383	1128.93
200.95755	1115.2
200.97127	1173.73
200.98499	1174.14
200.9987	1009.48
201.01242	844.758
201.02614	1051.8
201.03986	855.221
201.05357	794.421
201.06731	1045.42
201.08102	1107.97
201.09474	933.915
201.10846	982.846
201.12219	1098.8
201.13591	1305.33
201.14963	980.996
201.16336	922.95
201.17708	1003.28
201.19081	1176.49
201.20453	722.1
201.21826	761.249
201.23198	911.281
201.24571	652.476
201.25943	811.543
201.27316	825.449
201.2869	877.733
201.30061	826.388
201.31435	674.357
201.32808	746.362
201.34181	724.878
