# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-41.9573
200.3544	24.6295
200.3681	73.2719
200.38179	-38.2713
200.39549	-254.895
200.40919	-17.9618
200.4229	160.818
200.4366	151.325
200.4503	-35.3479
200.464	-35.0665
200.47771	396.858
200.49141	59.0847
200.50511	334.135
200.51881	212.712
200.53252	226.018
200.54622	-17.964
200.55992	187.318
200.57362	415.268
200.58733	206.334
200.60104	290.777
200.61475	359.444
200.62845	123.492
200.64217	210.155
200.65587	109.761
200.66957	217.304
200.68329	153.977
200.69699	333.583
200.71071	270.065
200.72441	228.419
200.73813	336.208
200.75183	44.393
200.76555	32.3843
200.77925	274.692
200.79297	303.634
200.80669	214.062
200.82039	134.984
200.83411	81.9442
200.84782	251.743
200.86154	369.583
200.87524	481.542
200.88896	200.832
200.90268	323.485
200.9164	335.428
200.93011	347.154
200.94383	304.605
200.95755	289.454
200.97127	240.019
200.98499	349.979
200.9987	269.58
201.01242	127.733
201.02614	294.872
201.03986	65.3873
201.05357	285.011
201.06731	176.101
201.08102	-39.616
201.09474	236.586
201.10846	272.937
201.12219	177.658
201.13591	40.3043
201.14963	99.4514
201.16336	212.938
201.17708	207.159
201.19081	136.452
201.20453	173.009
201.21826	184.495
201.23198	284.222
201.24571	204.279
201.25943	227.559
201.27316	-64.8363
201.2869	164.528
201.30061	211.858
201.31435	179.853
201.32808	359.807
201.34181	286.141
