# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-141.701
200.3544	-88.1217
200.3681	-8.41026
200.38179	118.086
200.39549	33.4091
200.40919	-9.75214
200.4229	16.1985
200.4366	21.9503
200.4503	61.7858
200.464	446.328
200.47771	37.1686
200.49141	-108.831
200.50511	-69.221
200.51881	124.878
200.53252	134.639
200.54622	132.019
200.55992	4.27327
200.57362	-214.315
200.58733	-153.588
200.60104	45.8563
200.61475	-57.3667
200.62845	-126.373
200.64217	-189.217
200.65587	45.8666
200.66957	-90.4335
200.68329	-201.229
200.69699	-4.71309
200.71071	198.562
200.72441	63.115
200.73813	-72.3022
200.75183	-68.2644
200.76555	-27.8145
200.77925	58.5166
200.79297	195.52
200.80669	-2.22301
200.82039	63.4364
200.83411	68.593
200.84782	-153.286
200.86154	103.805
200.87524	-172.541
200.88896	107.601
200.90268	99.7802
200.9164	38.7854
200.93011	2.1871
200.94383	-140.813
200.95755	124.483
200.97127	49.6596
200.98499	321.392
200.9987	347.359
201.01242	104.051
201.02614	69.6369
201.03986	220.773
201.05357	316.444
201.06731	0.756341
201.08102	410.956
201.09474	262.597
201.10846	88.8051
201.12219	48.7798
201.13591	103.075
201.14963	143.703
201.16336	296.151
201.17708	164.646
201.19081	138.591
201.20453	183.213
201.21826	40.7563
201.23198	-37.7347
201.24571	-167.84
201.25943	62.566
201.27316	200.339
201.2869	43.2566
201.30061	34.6055
