# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	432.84
200.3544	941.022
200.3681	769.914
200.38179	710.983
200.39549	757.859
200.40919	624.977
200.4229	613.99
200.4366	893.874
200.4503	834.496
200.464	672.107
200.47771	660.178
200.49141	906.196
200.50511	925.268
200.51881	703.124
200.53252	1003.24
200.54622	818.52
200.55992	781.356
200.57362	752.335
200.58733	810.391
200.60104	988.542
200.61475	1041.12
200.62845	886.183
200.64217	857.552
200.65587	815.628
200.66957	1054.2
200.68329	1270.28
200.69699	1539.0
200.71071	1694.3
200.72441	1791.21
200.73813	2002.82
200.75183	1580.28
200.76555	1515.75
200.77925	1666.85
200.79297	1664.94
200.80669	1352.07
200.82039	1883.2
200.83411	1775.56
200.84782	2007.89
200.86154	2042.62
200.87524	1232.84
200.88896	1451.73
200.90268	1019.96
200.9164	1049.37
200.93011	1180.38
200.94383	1132.78
200.95755	1051.82
200.97127	1021.8
200.98499	996.15
200.9987	976.052
201.01242	1049.91
201.02614	1139.73
201.03986	1269.49
201.05357	1278.89
201.06731	1234.23
201.08102	1238.96
201.09474	1198.75
201.10846	1283.4
201.12219	1260.25
201.13591	952.245
201.14963	828.496
201.16336	747.221
201.17708	809.985
201.19081	655.627
201.20453	488.388
201.21826	649.276
201.23198	1019.8
201.24571	742.215
201.25943	865.66
201.27316	1042.74
201.2869	1156.13
201.30061	837.937
201.31435	1001.1
201.32808	821.342
