# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	80.981
200.3544	40.7322
200.3681	68.4721
200.38179	-70.2981
200.39549	-194.134
200.40919	-240.65
200.4229	-36.4616
200.4366	227.101
200.4503	106.741
200.464	179.21
200.47771	110.909
200.49141	112.115
200.50511	-21.6177
200.51881	152.233
200.53252	186.086
200.54622	62.8682
200.55992	255.287
200.57362	484.69
200.58733	357.136
200.60104	122.139
200.61475	191.329
200.62845	77.5911
200.64217	70.5278
200.65587	105.504
200.66957	279.549
200.68329	-43.7813
200.69699	286.95
200.71071	42.6852
200.72441	177.177
200.73813	12.8758
200.75183	93.2069
200.76555	253.06
200.77925	169.41
200.79297	330.975
200.80669	258.579
200.82039	326.268
200.83411	-8.28133
200.84782	159.632
200.86154	43.4592
200.87524	280.121
200.88896	445.264
200.90268	358.749
200.9164	201.848
200.93011	264.904
200.94383	121.03
200.95755	-26.9494
200.97127	73.3167
200.98499	157.971
200.9987	415.232
201.01242	-127.434
201.02614	257.632
201.03986	-46.1199
201.05357	-149.358
201.06731	135.902
201.08102	160.283
201.09474	204.651
201.10846	250.311
201.12219	130.631
201.13591	5.73787
201.14963	26.7464
201.16336	40.0086
201.17708	-75.4781
201.19081	339.486
201.20453	122.335
201.21826	236.274
201.23198	73.6182
201.24571	117.699
201.25943	143.344
201.27316	170.532
201.2869	232.701
201.30061	219.973
201.31435	123.009
201.32808	258.282
