# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	158.648
200.3544	-139.762
200.3681	-23.1743
200.38179	-9.95955
200.39549	-24.7156
200.40919	128.311
200.4229	21.363
200.4366	6.39726
200.4503	-116.377
200.464	-96.6739
200.47771	-163.516
200.49141	33.6606
200.50511	92.2673
200.51881	-28.8198
200.53252	-114.937
200.54622	-55.2325
200.55992	160.558
200.57362	50.5428
200.58733	-191.736
200.60104	32.3153
200.61475	-33.236
200.62845	182.693
200.64217	289.505
200.65587	77.3903
200.66957	193.602
200.68329	263.206
200.69699	260.959
200.71071	133.944
200.72441	229.375
200.73813	69.419
200.75183	158.981
200.76555	306.928
200.77925	324.882
200.79297	352.683
200.80669	392.451
200.82039	705.016
200.83411	806.806
200.84782	584.045
200.86154	143.645
200.87524	616.713
200.88896	242.177
200.90268	207.625
200.9164	345.623
200.93011	333.763
200.94383	528.57
200.95755	230.605
200.97127	117.355
200.98499	38.158
200.9987	-39.3807
201.01242	-61.7127
201.02614	-99.9699
201.03986	136.206
201.05357	21.6255
201.06731	-69.107
201.08102	-103.909
201.09474	23.8305
201.10846	-173.925
201.12219	-74.0729
201.13591	137.397
201.14963	1.36956
201.16336	-16.0167
201.17708	400.261
201.19081	212.674
201.20453	365.537
201.21826	334.973
201.23198	300.971
201.24571	1.88202
201.25943	74.4012
201.27316	70.8376
201.2869	73.6542
201.30061	112.262
201.31435	233.769
