# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-240.065
200.3544	-84.7584
200.3681	94.1078
200.38179	35.4581
200.39549	-181.438
200.40919	12.7638
200.4229	70.0222
200.4366	107.518
200.4503	183.349
200.464	-23.8912
200.47771	318.722
200.49141	71.2129
200.50511	10.3293
200.51881	11.671
200.53252	-44.5879
200.54622	232.004
200.55992	71.9102
200.57362	21.168
200.58733	-24.402
200.60104	276.467
200.61475	247.518
200.62845	140.294
200.64217	-116.214
200.65587	121.68
200.66957	212.066
200.68329	-185.993
200.69699	276.833
200.71071	62.4979
200.72441	-88.2121
200.73813	14.9734
200.75183	-162.763
200.76555	96.2072
200.77925	154.835
200.79297	179.782
200.80669	105.273
200.82039	243.566
200.83411	170.117
200.84782	219.429
200.86154	151.386
200.87524	258.931
200.88896	13.0828
200.90268	139.312
200.9164	126.958
200.93011	119.085
200.94383	15.9829
200.95755	-135.627
200.97127	13.6989
200.98499	99.8193
200.9987	316.792
201.01242	15.0761
201.02614	-20.0817
201.03986	109.506
201.05357	161.335
201.06731	44.7857
201.08102	218.445
201.09474	61.7912
201.10846	-25.9174
201.12219	-94.3015
201.13591	16.0468
201.14963	193.59
201.16336	121.613
201.17708	249.444
201.19081	211.715
201.20453	-9.59138
201.21826	28.3571
201.23198	68.6244
201.24571	64.279
201.25943	150.663
201.27316	27.6974
201.2869	44.1567
201.30061	145.128
201.31435	161.541
