# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	65.0944
200.3544	97.3231
200.3681	152.664
200.38179	83.2728
200.39549	152.302
200.40919	74.0512
200.4229	132.682
200.4366	266.819
200.4503	22.3397
200.464	82.2637
200.47771	-194.199
200.49141	-153.833
200.50511	18.1205
200.51881	-52.0439
200.53252	-128.664
200.54622	-124.608
200.55992	118.376
200.57362	97.1179
200.58733	160.755
200.60104	81.1231
200.61475	47.7278
200.62845	173.913
200.64217	-43.1849
200.65587	86.5941
200.66957	44.1155
200.68329	114.376
200.69699	21.0635
200.71071	-38.121
200.72441	97.0905
200.73813	92.2459
200.75183	96.1228
200.76555	-172.915
200.77925	-7.28655
200.79297	17.1198
200.80669	69.3499
200.82039	-82.3388
200.83411	204.873
200.84782	276.02
200.86154	-40.1622
200.87524	63.1854
200.88896	-35.4416
200.90268	-48.4217
200.9164	38.9928
200.93011	-68.4862
200.94383	-49.0771
200.95755	75.6636
200.97127	185.048
200.98499	-18.4993
200.9987	-172.292
201.01242	-25.9916
201.02614	117.989
201.03986	-7.61464
201.05357	-180.213
201.06731	-76.0959
201.08102	211.497
201.09474	76.3
201.10846	-49.6832
201.12219	111.997
201.13591	209.288
201.14963	305.316
201.16336	57.3184
201.17708	-226.132
201.19081	-124.313
201.20453	-46.8327
201.21826	-130.607
201.23198	217.325
201.24571	179.511
201.25943	14.9721
201.27316	216.35
201.2869	255.933
