# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	861.916
200.3544	1071.39
200.3681	854.565
200.38179	1191.99
200.39549	1374.68
200.40919	1036.6
200.4229	900.517
200.4366	1184.76
200.4503	945.69
200.464	839.082
200.47771	909.839
200.49141	1084.11
200.50511	910.808
200.51881	844.051
200.53252	844.034
200.54622	1135.32
200.55992	1259.42
200.57362	1323.72
200.58733	1023.06
200.60104	980.391
200.61475	939.227
200.62845	870.009
200.64217	976.981
200.65587	1155.58
200.66957	1423.25
200.68329	1143.0
200.69699	1604.09
200.71071	1231.16
200.72441	1125.13
200.73813	1327.89
200.75183	1598.11
200.76555	1651.97
200.77925	1712.08
200.79297	1655.86
200.80669	1903.66
200.82039	1804.86
200.83411	2161.53
200.84782	1708.91
200.86154	1716.56
200.87524	1654.42
200.88896	1731.77
200.90268	1466.36
200.9164	1596.61
200.93011	1748.48
200.94383	1631.25
200.95755	1315.14
200.97127	1451.03
200.98499	1402.31
200.9987	1588.83
201.01242	1894.33
201.02614	1449.28
201.03986	1441.14
201.05357	1346.09
201.06731	1223.65
201.08102	1309.72
201.09474	1254.77
201.10846	1219.98
201.12219	1001.48
201.13591	1057.86
201.14963	1104.9
201.16336	1243.36
201.17708	836.77
201.19081	901.947
201.20453	964.318
201.21826	1170.65
201.23198	690.992
201.24571	938.717
201.25943	858.136
201.27316	1029.13
201.2869	994.484
201.30061	899.538
201.31435	807.756
