# Wavelength (nm)	Intensity
199.27356	0.0
199.28722	0.0
199.30089	0.0
199.31454	0.0
199.32822	0.0
199.34189	0.0
199.35555	0.0
199.36922	0.0
199.38289	0.0
199.39656	0.0
199.41022	0.0
199.42389	0.0
199.43756	0.0
199.45123	0.0
199.4649	0.0
199.47858	0.0
199.49225	0.0
199.50592	0.0
199.51959	0.0
199.53326	0.0
199.54694	0.0
199.56061	0.0
199.57428	0.0
199.58795	0.0
199.60162	0.0
199.61531	0.0
199.62898	0.0
199.64265	0.0
199.65634	0.0
199.67001	0.0
199.68369	0.0
199.69737	0.0
199.71104	0.0
199.72472	0.0
199.7384	0.0
199.75208	0.0
199.76576	0.0
199.77943	0.0
199.79312	0.0
199.80681	0.0
199.82048	0.0
199.83417	0.0
199.84785	0.0
199.86153	0.0
199.87521	0.0
199.8889	0.0
199.90259	0.0
199.91626	0.0
199.92995	0.0
199.94363	0.0
199.95732	0.0
199.97101	0.0
199.9847	0.0
199.99838	0.0
200.01207	0.0
200.02576	0.0
200.03944	0.0
200.05313	0.0
200.06682	0.0
200.08052	0.0
200.09421	0.0
200.10789	0.0
200.12158	0.0
200.13528	0.0
200.14897	0.0
200.16266	0.0
200.17636	0.0
200.19005	0.0
200.20374	0.0
200.21744	0.0
200.23112	0.0
200.24483	0.0
200.25851	0.0
200.27222	0.0
200.2859	0.0
200.29961	0.0
200.31331	0.0
200.327	0.0
200.3407	-233.418
200.3544	-141.141
200.3681	-56.87
200.38179	79.4284
200.39549	13.7238
200.40919	-1.03811
200.4229	-16.225
200.4366	113.706
200.4503	228.415
200.464	245.677
200.47771	-15.5661
200.49141	186.109
200.50511	215.99
200.51881	83.8468
200.53252	92.3393
200.54622	123.177
200.55992	129.667
200.57362	-1.36878
200.58733	-129.092
200.60104	-118.84
200.61475	128.556
200.62845	226.694
200.64217	224.096
200.65587	299.915
200.66957	186.705
200.68329	-44.2232
200.69699	149.702
200.71071	206.145
200.72441	337.27
200.73813	120.851
200.75183	412.266
200.76555	490.606
200.77925	213.168
200.79297	11.1589
200.80669	150.351
200.82039	116.711
200.83411	58.535
200.84782	-77.8637
200.86154	268.003
200.87524	114.69
200.88896	2.96891
200.90268	112.732
200.9164	185.206
200.93011	76.646
200.94383	-100.535
200.95755	-106.621
200.97127	60.5675
200.98499	179.718
200.9987	124.807
201.01242	160.431
201.02614	-83.5473
201.03986	236.81
201.05357	24.7253
201.06731	282.68
201.08102	39.5536
201.09474	-25.1691
201.10846	129.748
201.12219	178.274
201.13591	95.6463
201.14963	116.83
201.16336	123.459
201.17708	205.414
201.19081	257.808
201.20453	46.3276
201.21826	112.763
201.23198	189.529
201.24571	52.2557
201.25943	401.182
201.27316	341.006
201.2869	20.2951
201.30061	45.5792
201.31435	33.0024
201.32808	95.8278
